Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
RL,Tierra,SUR,Suriname,5110,Superficie,6655,Praderas y pastos permanentes,2014,2014,1000 ha,17.2,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1990,1990,1000 ha,15430,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1991,1991,1000 ha,15426.1,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1992,1992,1000 ha,15422.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1993,1993,1000 ha,15418.3,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1994,1994,1000 ha,15414.4,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1995,1995,1000 ha,15410.5,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1996,1996,1000 ha,15406.6,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1997,1997,1000 ha,15402.7,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1998,1998,1000 ha,15398.8,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,1999,1999,1000 ha,15394.9,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2000,2000,1000 ha,15391,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2001,2001,1000 ha,15387,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2002,2002,1000 ha,15383,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2003,2003,1000 ha,15379,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2004,2004,1000 ha,15375,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2005,2005,1000 ha,15371,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2006,2006,1000 ha,15367,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2007,2007,1000 ha,15363,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2008,2008,1000 ha,15359,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2009,2009,1000 ha,15355,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2010,2010,1000 ha,15351,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2011,2011,1000 ha,15347.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2012,2012,1000 ha,15343.4,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2013,2013,1000 ha,15339.6,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6661,Bosque,2014,2014,1000 ha,15335.8,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1990,1990,1000 ha,82,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1991,1991,1000 ha,84.9,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1992,1992,1000 ha,88.8,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1993,1993,1000 ha,92.7,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1994,1994,1000 ha,96.6,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1995,1995,1000 ha,100.5,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1996,1996,1000 ha,104.4,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1997,1997,1000 ha,109.3,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1998,1998,1000 ha,113.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,1999,1999,1000 ha,117.1,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2000,2000,1000 ha,121,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2001,2001,1000 ha,127,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2002,2002,1000 ha,143,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2003,2003,1000 ha,140.5,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2004,2004,1000 ha,147.5,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2005,2005,1000 ha,156.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2006,2006,1000 ha,160.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2007,2007,1000 ha,167,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2008,2008,1000 ha,170.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2009,2009,1000 ha,164.6,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2010,2010,1000 ha,170.7,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2011,2011,1000 ha,172.8,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2012,2012,1000 ha,183.4,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2013,2013,1000 ha,177.2,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6670,Otras tierras,2014,2014,1000 ha,176,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1961,1961,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1962,1962,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1963,1963,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1964,1964,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1965,1965,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1966,1966,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1967,1967,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1968,1968,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1969,1969,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1970,1970,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1971,1971,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1972,1972,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1973,1973,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1974,1974,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1975,1975,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1976,1976,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1977,1977,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1978,1978,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1979,1979,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1980,1980,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1981,1981,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1982,1982,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1983,1983,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1984,1984,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1985,1985,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1986,1986,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1987,1987,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1988,1988,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1989,1989,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1990,1990,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1991,1991,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1992,1992,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1993,1993,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1994,1994,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1995,1995,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1996,1996,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1997,1997,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1998,1998,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,1999,1999,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2000,2000,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2001,2001,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2002,2002,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2003,2003,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2004,2004,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2005,2005,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2006,2006,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2007,2007,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2008,2008,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2009,2009,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2010,2010,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2011,2011,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2012,2012,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2013,2013,1000 ha,782,Fm,Estimación Manual
RL,Tierra,SUR,Suriname,5110,Superficie,6680,Agua interior,2014,2014,1000 ha,782,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1961,1961,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1962,1962,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1963,1963,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1964,1964,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1965,1965,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1966,1966,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1967,1967,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1968,1968,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1969,1969,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1970,1970,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1971,1971,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1972,1972,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1973,1973,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1974,1974,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1975,1975,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1976,1976,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1977,1977,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1978,1978,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1979,1979,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1980,1980,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1981,1981,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1982,1982,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1983,1983,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1984,1984,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1985,1985,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1986,1986,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1987,1987,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1988,1988,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1989,1989,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1990,1990,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1991,1991,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1992,1992,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1993,1993,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1994,1994,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1995,1995,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1996,1996,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1997,1997,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1998,1998,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,1999,1999,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2000,2000,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2001,2001,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2002,2002,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2003,2003,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2004,2004,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2005,2005,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2006,2006,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2007,2007,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2008,2008,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2009,2009,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2010,2010,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2011,2011,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2012,2012,1000 ha,17622,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2013,2013,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6600,Superficie del país,2014,2014,1000 ha,17622,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1961,1961,1000 ha,16354,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1962,1962,1000 ha,16249,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1963,1963,1000 ha,16141,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1964,1964,1000 ha,16084,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1965,1965,1000 ha,15973,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1966,1966,1000 ha,15915,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1967,1967,1000 ha,15842,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1968,1968,1000 ha,15722,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1969,1969,1000 ha,15648,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1970,1970,1000 ha,15481,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1971,1971,1000 ha,15441,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1972,1972,1000 ha,15400,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1973,1973,1000 ha,15360,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1974,1974,1000 ha,15321,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1975,1975,1000 ha,15281,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1976,1976,1000 ha,15240,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1977,1977,1000 ha,15201,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1978,1978,1000 ha,15161,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1979,1979,1000 ha,15121,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1980,1980,1000 ha,15081,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1981,1981,1000 ha,15053,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1982,1982,1000 ha,15021,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1983,1983,1000 ha,14992,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1984,1984,1000 ha,14962,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1985,1985,1000 ha,14933,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1986,1986,1000 ha,14895,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1987,1987,1000 ha,14858,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1988,1988,1000 ha,14839,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1989,1989,1000 ha,14822,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1990,1990,1000 ha,14917,W,Datos reportados en publicaciones oficiales del país o sitios web (Oficial)
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1991,1991,1000 ha,14921,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1992,1992,1000 ha,14925,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1993,1993,1000 ha,14930,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1994,1994,1000 ha,14934,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1995,1995,1000 ha,14938,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1996,1996,1000 ha,14941,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1997,1997,1000 ha,14945,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1998,1998,1000 ha,14950,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,1999,1999,1000 ha,14954,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2000,2000,1000 ha,14958,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2001,2001,1000 ha,14962,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2002,2002,1000 ha,14923,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2003,2003,1000 ha,14927,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2004,2004,1000 ha,14829,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2005,2005,1000 ha,14832,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2006,2006,1000 ha,14695,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2007,2007,1000 ha,14550,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2008,2008,1000 ha,14674,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2009,2009,1000 ha,14814,Fm,Estimación Manual
RL,Tierra,URY,Uruguay,5110,Superficie,6610,Superficie agrícola,2010,2010,1000 ha,14433,Fm,Estimación Manual
